condition_sought,level_name,term,drug_defined_label
osteoporosis,pt_name,Osteoporosis,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteoporosis fracture,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteoporosis NOS,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteoporosis senile,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteoporosis steroid-induced,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteoporosis with fracture,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,"Osteoporosis, unspecified",Osteoporosis (or risk factors for osteoporosis)
osteoporosis,pt_name,Osteoporotic fracture,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Other osteoporosis,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,pt_name,Senile osteoporosis,Osteoporosis (or risk factors for osteoporosis)
pain,llt_name,Abd. pain,Pain
pain,llt_name,Abdo pain,Pain
pain,llt_name,Abdominal colic,Pain
pain,llt_name,Abdominal cramp,Pain
pain,llt_name,Abdominal cramps,Pain
pain,llt_name,Abdominal crampy pains,Pain
pain,pt_name,Abdominal pain,Pain
pain,llt_name,Abdominal pain aggravated,Pain
pain,llt_name,Abdominal pain generalised,Pain
pain,llt_name,Abdominal pain generalized,Pain
pain,llt_name,Abdominal pain localised,Pain
pain,llt_name,Abdominal pain localized,Pain
pain,pt_name,Abdominal pain lower,Pain
pain,llt_name,Abdominal pain NOS,Pain
pain,llt_name,Abdominal pain peptic ulcer type,Pain
pain,pt_name,Abdominal pain upper,Pain
pain,llt_name,Abdominal wind,Pain
pain,llt_name,Abscess pilonidal,Pain
pain,llt_name,Ache,Pain
pain,llt_name,Ache across chest,Pain
pain,llt_name,Ache breast,Pain
pain,llt_name,Ache gum,Pain
pain,llt_name,Ache in testis,Pain
pain,llt_name,Ache NOS,Pain
pain,llt_name,Ache stomach,Pain
pain,llt_name,Ache wrists,Pain
pain,llt_name,Aches & pains in legs,Pain
pain,llt_name,Achilles bursitis or tendinitis,Pain
pain,llt_name,Achilles tendinitis,Pain
pain,llt_name,Achilles tendon pain,Pain
pain,llt_name,Achilles tendonitis,Pain
pain,llt_name,Aching (l) knee,Pain
pain,llt_name,Aching (r) knee,Pain
pain,llt_name,Aching eye socket,Pain
pain,llt_name,Aching in knees,Pain
pain,llt_name,Aching in limb,Pain
pain,llt_name,Aching joints,Pain
pain,llt_name,"Aching pain in hands, forearms, elbows",Pain
pain,llt_name,Acid dyspepsia,Pain
pain,llt_name,Acid indigestion,Pain
pain,llt_name,Acute back pain,Pain
pain,llt_name,Acute cervical pain,Pain
pain,llt_name,Acute chest pain,Pain
pain,llt_name,Acute cough,Pain
pain,llt_name,Acute gastric pain,Pain
pain,llt_name,Acute lumbago,Pain
pain,llt_name,Acute pain,Pain
pain,pt_name,Acute painful neuropathy of rapid glycaemic control,Pain
pain,llt_name,Acute painful neuropathy of rapid glycemic control,Pain
pain,llt_name,Acute peptic ulcer of unspecified site without mention of haemorrhage and perforation,Pain
pain,llt_name,Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation,Pain
pain,llt_name,"Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, without mentio",Pain
pain,llt_name,Adenomegaly,Pain
pain,llt_name,Adenopathy,Pain
pain,llt_name,Administration site burning,Pain
pain,pt_name,Administration site joint pain,Pain
pain,pt_name,Administration site pain,Pain
pain,pt_name,Adnexa uteri pain,Pain
pain,llt_name,Adnexa uteri tenderness,Pain
pain,pt_name,Afterbirth pain,Pain
pain,llt_name,Air in intestines,Pain
pain,llt_name,Air in stomach,Pain
pain,llt_name,Algodystrophy,Pain
pain,llt_name,Algoneurodystrophy,Pain
pain,pt_name,Allodynia,Pain
pain,llt_name,Allodynia injection site,Pain
pain,pt_name,Alveolitis allergic,Pain
pain,llt_name,Alveolitis extrinsic allergic,Pain
pain,pt_name,Amputation stump pain,Pain
pain,llt_name,Amylophagia,Pain
pain,llt_name,Anal or rectal pain,Pain
pain,llt_name,Anal pain,Pain
pain,llt_name,Analgesia,Pain
pain,llt_name,Analgesia intra/post op,Pain
pain,llt_name,Analgesic effect,Pain
pain,llt_name,Analgesic effect decreased,Pain
pain,pt_name,Analgesic therapy,Pain
pain,llt_name,Angina,Pain
pain,llt_name,Angina aggravated,Pain
pain,llt_name,Angina attack,Pain
pain,llt_name,Angina of effort,Pain
pain,llt_name,Angina on exercise,Pain
pain,pt_name,Angina pectoris,Pain
pain,llt_name,Angina pectoris aggravated,Pain
pain,llt_name,Angina pectoris CCS class I,Pain
pain,llt_name,Angina pectoris CCS class II,Pain
pain,llt_name,Angina pectoris CCS class III,Pain
pain,llt_name,Angina pectoris CCS class IV,Pain
pain,llt_name,Angina pectoris recurrent,Pain
pain,llt_name,Angina symptom,Pain
pain,llt_name,Angina syndrome,Pain
pain,llt_name,Angina worsened,Pain
pain,llt_name,Anginal attack,Pain
pain,llt_name,Anginal discomfort,Pain
pain,llt_name,Anginal pain,Pain
pain,llt_name,Anginal symptom (throat not cardiac),Pain
pain,llt_name,Anginal syndrome,Pain
pain,llt_name,Anorectal pain,Pain
pain,llt_name,Anterior knee pain syndrome,Pain
pain,llt_name,Anus pain,Pain
pain,llt_name,Application site burning,Pain
pain,pt_name,Application site joint pain,Pain
pain,pt_name,Application site pain,Pain
pain,llt_name,Application site stinging,Pain
pain,llt_name,Application site tenderness,Pain
pain,llt_name,Arrested labor,Pain
pain,pt_name,Arrested labour,Pain
pain,llt_name,Arterial insufficiency peripheral,Pain
pain,llt_name,Arteriosclerosis obliterans,Pain
pain,pt_name,Arteriovenous fistula site complication,Pain
pain,llt_name,Arteriovenous fistula site edema,Pain
pain,llt_name,Arteriovenous fistula site erythema,Pain
pain,llt_name,Arteriovenous fistula site hypoaesthesia,Pain
pain,llt_name,Arteriovenous fistula site hypoesthesia,Pain
pain,llt_name,Arteriovenous fistula site inflammation,Pain
pain,llt_name,Arteriovenous fistula site oedema,Pain
pain,llt_name,Arteriovenous fistula site pain,Pain
pain,llt_name,Arteriovenous fistula site pruritus,Pain
pain,llt_name,Arteriovenous fistula site rash,Pain
pain,llt_name,Arteriovenous fistula site stenosis,Pain
pain,llt_name,Arteriovenous fistula site urticaria,Pain
pain,llt_name,Arteriovenous graft leakage,Pain
pain,llt_name,Arteriovenous graft rupture,Pain
pain,llt_name,Arteriovenous graft site complication,Pain
pain,llt_name,Arteriovenous graft site edema,Pain
pain,llt_name,Arteriovenous graft site erythema,Pain
pain,llt_name,Arteriovenous graft site inflammation,Pain
pain,llt_name,Arteriovenous graft site oedema,Pain
pain,llt_name,Arteriovenous graft site pain,Pain
pain,llt_name,Arteriovenous graft site pruritus,Pain
pain,llt_name,Arteriovenous graft site rash,Pain
pain,llt_name,Arteriovenous graft site urticaria,Pain
pain,pt_name,Arthralgia,Pain
pain,llt_name,Arthralgia aggravated,Pain
pain,llt_name,Arthralgia lumbar,Pain
pain,llt_name,Arthralgia multiple,Pain
pain,llt_name,Arthritic-like pain,Pain
pain,llt_name,Arthritic pains,Pain
pain,llt_name,Arthromyalgia,Pain
pain,llt_name,Articular gout,Pain
pain,llt_name,Aspiration site pain,Pain
pain,llt_name,Atherosclerosis obliterans,Pain
pain,llt_name,Atherosclerosis obliterans aggravated,Pain
pain,llt_name,Atherosclerosis of arteries of the extremities,Pain
pain,llt_name,Atherosclerosis of arteries of the extremities with gangrene,Pain
pain,llt_name,Atherosclerosis of arteries of the extremities with intermittent claudication,Pain
pain,llt_name,Atherosclerosis of arteries of the extremities with rest pain,Pain
pain,llt_name,Atherosclerosis of arteries of the extremities with ulceration,Pain
pain,llt_name,"Atherosclerosis of arteries of the extremities, unspecified",Pain
pain,llt_name,Atherosclerosis of autologous vein bypass graft of the extremities,Pain
pain,llt_name,Atherosclerosis of bypass graft of the extremities,Pain
pain,llt_name,Atherosclerosis of non-autologous vein bypass graft of the extremities,Pain
pain,llt_name,Atherosclerosis of nonautologous vein bypass graft of the extremities,Pain
pain,llt_name,Atherosclerosis of unspecified graft of the extremities,Pain
pain,llt_name,Atypical angina,Pain
pain,llt_name,Atypical face pain,Pain
pain,llt_name,Auditory hyperacuity,Pain
pain,llt_name,Axillary adenopathy,Pain
pain,llt_name,Axillary lymph nodes enlarged,Pain
pain,pt_name,Axillary pain,Pain
pain,llt_name,Back ache,Pain
pain,llt_name,Back distress,Pain
pain,pt_name,Back pain,Pain
pain,llt_name,Back pain (with radiation),Pain
pain,llt_name,Back pain (without radiation),Pain
pain,llt_name,Back pain aggravated,Pain
pain,llt_name,Back pain psychogenic,Pain
pain,llt_name,Backache,Pain
pain,llt_name,"Backache, unspecified",Pain
pain,llt_name,Bagassosis,Pain
pain,llt_name,Baggasosis,Pain
pain,llt_name,Bearing down feeling painful,Pain
pain,llt_name,Belly ache,Pain
pain,pt_name,Biliary colic,Pain
pain,llt_name,Biliary pain,Pain
pain,llt_name,Biliary spasm,Pain
pain,llt_name,Bird-fanciers' lung,Pain
pain,llt_name,Bird fancier's lung,Pain
pain,llt_name,Bladder cramps,Pain
pain,pt_name,Bladder pain,Pain
pain,llt_name,Bladder pain syndrome,Pain
pain,llt_name,Blepharal pain,Pain
pain,llt_name,Bone marrow aspiration site pain,Pain
pain,pt_name,Bone pain,Pain
pain,llt_name,Bone pain aggravated,Pain
pain,llt_name,Bone swelling painful,Pain
pain,llt_name,Bone tenderness,Pain
pain,llt_name,Bowel cramps,Pain
pain,llt_name,Bowel spasm,Pain
pain,llt_name,Brachialgia,Pain
pain,llt_name,Breakthrough cancer pain,Pain
pain,pt_name,Breakthrough pain,Pain
pain,llt_name,Breast burning,Pain
pain,pt_name,Breast pain,Pain
pain,llt_name,Breast pain female,Pain
pain,llt_name,Breast pain male,Pain
pain,llt_name,Briquet's syndrome,Pain
pain,llt_name,Briquets syndrome,Pain
pain,llt_name,Burn lesion pain transient aggravation of,Pain
pain,llt_name,Burning esophagus,Pain
pain,llt_name,Burning infusion site,Pain
pain,llt_name,Burning micturition,Pain
pain,llt_name,Burning oesophagus,Pain
pain,llt_name,Burning sensation in joints,Pain
pain,llt_name,Burning sensation in joints worsened,Pain
pain,llt_name,Buttock pain,Pain
pain,llt_name,Calcific tendinitis,Pain
pain,llt_name,Calcific tendonitis,Pain
pain,llt_name,Calcineurin inhibitor induced pain syndrome,Pain
pain,llt_name,Calf pain,Pain
pain,pt_name,Cancer pain,Pain
pain,llt_name,Cannula site pain,Pain
pain,llt_name,Cardiac pain,Pain
pain,llt_name,Cardialgia,Pain
pain,llt_name,Catheter site burning,Pain
pain,pt_name,Catheter site pain,Pain
pain,llt_name,Catheter site tenderness,Pain
pain,llt_name,Causalgia,Pain
pain,llt_name,Causalgia of lower limb,Pain
pain,llt_name,Central abdominal pain,Pain
pain,llt_name,Central neuropathic pain,Pain
pain,pt_name,Central pain syndrome,Pain
pain,llt_name,Central post stroke pain,Pain
pain,llt_name,Central sensitisation,Pain
pain,llt_name,Central sensitization,Pain
pain,llt_name,Cephalalgia,Pain
pain,llt_name,Cephalalgia or cephalgia,Pain
pain,llt_name,Cephalgia,Pain
pain,llt_name,Cervical neuralgia,Pain
pain,llt_name,Cervical pain,Pain
pain,llt_name,Cervical radicular pain,Pain
pain,pt_name,Cervical radiculopathy,Pain
pain,llt_name,Cervical root pain,Pain
pain,llt_name,Cervical root syndrome,Pain
pain,llt_name,Cervical spine polyradiculopathy,Pain
pain,llt_name,Cervicalgia,Pain
pain,llt_name,Cervicodynia,Pain
pain,llt_name,Chest ache,Pain
pain,llt_name,Chest aching,Pain
pain,llt_name,Chest aching of,Pain
pain,llt_name,Chest burning,Pain
pain,llt_name,Chest burning pain of,Pain
pain,llt_name,Chest distress,Pain
pain,pt_name,Chest pain,Pain
pain,llt_name,Chest pain-L arm,Pain
pain,llt_name,Chest pain - cardiac,Pain
pain,llt_name,Chest pain (non-cardiac),Pain
pain,llt_name,Chest pain aggravated,Pain
pain,llt_name,Chest pain exertional,Pain
pain,llt_name,Chest pain NEC,Pain
pain,llt_name,Chest pain precordial,Pain
pain,llt_name,Chest pain substernal,Pain
pain,llt_name,Chest pain with radiation to left arm,Pain
pain,llt_name,Chest tenderness,Pain
pain,llt_name,Chest tenderness of,Pain
pain,llt_name,Chest wall pain,Pain
pain,llt_name,Cholecystalgia,Pain
pain,llt_name,Chondromalacia of patella,Pain
pain,llt_name,Chondromalacia patellae,Pain
pain,llt_name,Chronic abdominal pain,Pain
pain,llt_name,Chronic back pain,Pain
pain,llt_name,Chronic chest pain,Pain
pain,llt_name,Chronic cough,Pain
pain,llt_name,Chronic epigastric pain,Pain
pain,llt_name,Chronic headaches,Pain
pain,llt_name,Chronic heartburn,Pain
pain,pt_name,Chronic idiopathic pain syndrome,Pain
pain,llt_name,Chronic interstitial cystitis,Pain
pain,llt_name,Chronic interstitial cystitis NOS,Pain
pain,llt_name,Chronic lumbago,Pain
pain,llt_name,Chronic pain,Pain
pain,llt_name,Chronic pelvic pain syndrome,Pain
pain,llt_name,Chronic peptic ulcer,Pain
pain,llt_name,Chronic peptic ulcer of unspecified site without mention of haemorrhage or perforation,Pain
pain,llt_name,"Chronic peptic ulcer of unspecified site without mention of hem or perf, w/o ment of obstruction",Pain
pain,llt_name,Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation,Pain
pain,llt_name,Chronic sore throat,Pain
pain,llt_name,Coccyalgia,Pain
pain,pt_name,Coccydynia,Pain
pain,llt_name,Coccyx pain,Pain
pain,llt_name,Coitus painful,Pain
pain,llt_name,Colic,Pain
pain,llt_name,Colic abdominal,Pain
pain,llt_name,Colic biliary,Pain
pain,llt_name,Colic renal,Pain
pain,llt_name,Colicky,Pain
pain,llt_name,Colonospasm,Pain
pain,llt_name,Colpospasm,Pain
pain,pt_name,Complex regional pain syndrome,Pain
pain,llt_name,Complex regional pain syndrome Type I,Pain
pain,llt_name,Complex regional pain syndrome Type II,Pain
pain,llt_name,Complications of other transplanted organ,Pain
pain,pt_name,Complications of transplant surgery,Pain
pain,llt_name,Complications of transplanted organ,Pain
pain,llt_name,"Complications of transplanted organ, unspecified site",Pain
pain,llt_name,Coprophagia,Pain
pain,llt_name,Costal pain,Pain
pain,llt_name,Cotugno's disease,Pain
pain,llt_name,Cotunnius' disease,Pain
pain,pt_name,Cough,Pain
pain,llt_name,Cough aggravated,Pain
pain,llt_name,Cough increased,Pain
pain,llt_name,Cough ineffective,Pain
pain,llt_name,Cough nonproductive,Pain
pain,llt_name,Cough resembling asthma,Pain
pain,llt_name,Cough weak,Pain
pain,llt_name,Coughing,Pain
pain,llt_name,Coughing after drug inhalation,Pain
pain,llt_name,Coxalgia,Pain
pain,llt_name,Coxodynia,Pain
pain,llt_name,Cramp abdominal,Pain
pain,llt_name,Cramp in lower abdomen,Pain
pain,llt_name,Cramps menstrual,Pain
pain,llt_name,Cruralgia,Pain
pain,llt_name,Cushing's ulcer,Pain
pain,llt_name,Cystalgia,Pain
pain,pt_name,Cystitis interstitial,Pain
pain,llt_name,Deep dyspareunia,Pain
pain,llt_name,Defaecation difficult,Pain
pain,llt_name,Defaecation urge painful,Pain
pain,llt_name,Defecation difficult,Pain
pain,llt_name,Defecation urge painful,Pain
pain,llt_name,Dejerine-Roussy syndrome,Pain
pain,llt_name,Delayed orgasm,Pain
pain,llt_name,Dental prosthesis pain,Pain
pain,llt_name,Diabetes with neurological manifestations,Pain
pain,pt_name,Diabetic neuropathy,Pain
pain,llt_name,Diabetic peripheral neuropathic pain,Pain
pain,llt_name,Diabetic peripheral neuropathy,Pain
pain,llt_name,Diabetic polyneuropathy,Pain
pain,pt_name,Diaphragmalgia,Pain
pain,llt_name,Difficult digestion,Pain
pain,llt_name,Difficulty in micturition,Pain
pain,llt_name,Difficulty voiding,Pain
pain,llt_name,Diffuse pain,Pain
pain,llt_name,Digestion impaired,Pain
pain,llt_name,Discharge from arteriovenous,Pain
pain,llt_name,Discharge from arteriovenous graft,Pain
pain,llt_name,Distress epigastric,Pain
pain,llt_name,Dorsal pain,Pain
pain,llt_name,Dorsalgia,Pain
pain,llt_name,Drainage from arteriovenous fistula,Pain
pain,llt_name,Drainage from arteriovenous graft,Pain
pain,llt_name,Drug-induced cough,Pain
pain,llt_name,Drug-induced headache,Pain
pain,llt_name,Dry and sore throat,Pain
pain,llt_name,Dry cough,Pain
pain,llt_name,Dry rash face,Pain
pain,llt_name,Dry rash neck,Pain
pain,llt_name,Dull eye pain,Pain
pain,llt_name,Duodenal ulcer-type symptoms,Pain
pain,llt_name,Dyschesia,Pain
pain,pt_name,Dyschezia,Pain
pain,llt_name,Dysmenorrhea,Pain
pain,pt_name,Dysmenorrhoea,Pain
pain,pt_name,Dyspareunia,Pain
pain,llt_name,Dyspareunia (female excl psychogenic),Pain
pain,llt_name,Dyspareunia (male excl psychogenic),Pain
pain,llt_name,Dyspareunia NOS,Pain
pain,llt_name,Dyspareunia psychogenic,Pain
pain,pt_name,Dyspepsia,Pain
pain,llt_name,Dyspepsia-aggravated,Pain
pain,llt_name,Dyspepsia aggravated,Pain
pain,llt_name,Dyspepsia and other specified disorders of function of stomach,Pain
pain,pt_name,Dysuria,Pain
pain,llt_name,Dysuria aggravated,Pain
pain,llt_name,Ear ache,Pain
pain,pt_name,Ear pain,Pain
pain,llt_name,Earache,Pain
pain,llt_name,Eating paint,Pain
pain,llt_name,Efflorescence,Pain
pain,llt_name,Effort angina,Pain
pain,llt_name,Elbow tendinitis,Pain
pain,llt_name,Elsner's asthma,Pain
pain,llt_name,Endocrine disorder arising from mental factors,Pain
pain,llt_name,Endometrioma,Pain
pain,pt_name,Endometriosis,Pain
pain,llt_name,Endometriosis externa,Pain
pain,llt_name,Endometriosis in scar of skin,Pain
pain,llt_name,Endometriosis of fallopian tube,Pain
pain,llt_name,Endometriosis of intestine,Pain
pain,llt_name,Endometriosis of other specified sites,Pain
pain,llt_name,Endometriosis of ovary,Pain
pain,llt_name,Endometriosis of pelvic peritoneum,Pain
pain,llt_name,Endometriosis of rectovaginal septum and vagina,Pain
pain,llt_name,Endometriosis related pain,Pain
pain,llt_name,"Endometriosis, site unspecified",Pain
pain,llt_name,Endometriotic cyst,Pain
pain,llt_name,Enlarged lymph nodes (excl infective),Pain
pain,llt_name,Enlargement of lymph nodes,Pain
pain,llt_name,Epigastralgia,Pain
pain,llt_name,Epigastric ache,Pain
pain,llt_name,Epigastric burning,Pain
pain,llt_name,Epigastric cramp,Pain
pain,llt_name,Epigastric distress,Pain
pain,llt_name,Epigastric food-related pain,Pain
pain,llt_name,Epigastric pain,Pain
pain,llt_name,Epigastric pain epigastralgia,Pain
